Genre_1,Genre_2,Genre_3,Shirt,Shoes,Sweater,Pants,Accessories
Blues,Instrumental,Reggae,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Folk,Punk,Metal,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Latin,Hip Hop/Rap,Experimental,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Classical,Jazz,Acoustic,Blazer,Classic Shoes,Formal Jacket,Formal Trousers,Silk Scarf
Experimental,Punk,Latin,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Easy Listening,World Music,Other,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Ambient,Vocal,Dance,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Reggae,Dance,Pop,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Electronic,Blues,Reggae,LED Jacket,Glowing Sneakers,Futuristic Sweater,LED Pants,Glowing Bracelet
Indie,Rock,Experimental,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Electronic,Instrumental,Punk,Futuristic Hoodie,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,LED Necklace
Country,Other,Jazz,Denim Vest,Rustic Loafers,Country Cardigan,Denim Overalls,Bolo Tie
Jazz,Blues,Hip Hop/Rap,Silk Shirt,Classic Loafers,Casual Blazer,Chinos,Fedora Hat
Hip Hop/Rap,Ambient,Punk,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Jazz,Metal,Pop,Silk Shirt,Classic Loafers,Jazz Club Hoodie,Chinos,Fedora Hat
Experimental,World Music,Latin,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Instrumental,Metal,Indie,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
World Music,Punk,Other,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Electronic,Rock,Latin,Futuristic Hoodie,Light-up Shoes,Futuristic Sweater,LED Pants,LED Necklace
Jazz,Instrumental,Classical,Silk Shirt,Classic Loafers,Casual Blazer,Chinos,Fedora Hat
Latin,Hip Hop/Rap,Ambient,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Country,Vocal,Hip Hop/Rap,Denim Vest,Rustic Loafers,Knit Sweater,Bootcut Jeans,Bolo Tie
Jazz,Hip Hop/Rap,Reggae,Vintage Shirt,Suede Shoes,Casual Blazer,Slacks,Fedora Hat
Blues,Reggae,Experimental,Generic Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Ambient,Acoustic,Hip Hop/Rap,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Jazz,Blues,Rock,Silk Shirt,Classic Loafers,Casual Blazer,Chinos,Fedora Hat
Folk,Indie,Electronic,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Easy Listening,Acoustic,Metal,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Other,Dance,Experimental,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Jazz,Blues,Vocal,Silk Shirt,Classic Loafers,Jazz Club Hoodie,Chinos,Fedora Hat
Soul/R&B,Jazz,Blues,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Electronic,Indie,Acoustic,Futuristic Hoodie,Light-up Shoes,Electronic Band Hoodie,Futuristic Trousers,Glowing Bracelet
Pop,Country,Classical,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Acoustic,Punk,Easy Listening,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Indie,Soul/R&B,Instrumental,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Folk,Pop,Reggae,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Vocal,Acoustic,Classical,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Indie,World Music,Electronic,Formal Shirt,Formal Shoes,Generic Sweater,Generic Pants,Generic Accessory
Indie,Country,Ambient,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Electronic,Acoustic,Classical,Futuristic Hoodie,Light-up Shoes,Futuristic Sweater,LED Pants,Glowing Bracelet
Punk,Rock,Easy Listening,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Jazz,World Music,Experimental,Silk Shirt,Classic Loafers,Jazz Club Hoodie,Slacks,Fedora Hat
Soul/R&B,Classical,Experimental,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Ambient,Easy Listening,Electronic,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Blues,Other,Latin,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Experimental,Reggae,Jazz,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Folk,Vocal,Experimental,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Rock,Instrumental,Dance,Band Tee,Studded Sneakers,Rock Band Hoodie,Leather Pants,Leather Bracelet
Soul/R&B,Easy Listening,Classical,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
World Music,Easy Listening,Folk,Generic Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Experimental,Classical,Acoustic,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Other,Electronic,Blues,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Punk,Instrumental,Blues,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Blues,Instrumental,Hip Hop/Rap,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Instrumental,Classical,Easy Listening,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Hip Hop/Rap,Classical,Acoustic,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Punk,Easy Listening,Folk,Generic Shirt,Formal Shoes,Generic Sweater,Generic Pants,Generic Accessory
Metal,Country,Instrumental,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Jazz,Indie,Classical,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Slacks,Pocket Square
Punk,Reggae,Metal,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Folk,Ambient,Rock,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Other,Punk,Pop,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Casual Hat
World Music,Vocal,Classical,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Acoustic,Metal,Hip Hop/Rap,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Metal,World Music,Latin,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Acoustic,Other,Folk,Formal Shirt,Formal Shoes,Generic Sweater,Generic Pants,Formal Tie
Punk,Dance,Blues,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Dance,Acoustic,Ambient,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Ambient,Metal,Blues,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Instrumental,Ambient,Electronic,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Experimental,Reggae,Metal,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Rock,Country,Classical,Band Tee,Studded Sneakers,Denim Jacket,Ripped Jeans,Leather Bracelet
Rock,Other,Dance,Studded Vest,Leather Boots,Rock Band Hoodie,Leather Pants,Choker
Folk,Pop,Classical,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
World Music,Experimental,Ambient,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Classical,Pop,Other,Blazer,Elegant Loafers,Vest,Formal Trousers,Cufflinks
Blues,Vocal,Punk,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Pop,Other,Blues,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Rock,Classical,Soul/R&B,Leather Jacket,Studded Sneakers,Denim Jacket,Leather Pants,Choker
Rock,Country,Indie,Studded Vest,Leather Boots,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Blues,Classical,Metal,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
Other,Vocal,Electronic,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Country,World Music,Vocal,Denim Vest,Rustic Loafers,Knit Sweater,Denim Overalls,Cowboy Hat
Other,Soul/R&B,Vocal,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Instrumental,Electronic,Easy Listening,Formal Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Soul/R&B,Ambient,Country,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Rock,Other,Indie,Band Tee,Studded Sneakers,Denim Jacket,Ripped Jeans,Leather Bracelet
Hip Hop/Rap,Easy Listening,Soul/R&B,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Ambient,Blues,Experimental,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Acoustic,Other,Soul/R&B,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Country,Dance,Rock,Plaid Shirt,Rustic Loafers,Country Cardigan,Bootcut Jeans,Cowboy Hat
Latin,Ambient,Experimental,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Experimental,Ambient,Hip Hop/Rap,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Latin,Folk,World Music,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Folk,Indie,Reggae,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Easy Listening,Rock,Punk,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Ambient,Reggae,Folk,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Ambient,Electronic,Reggae,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Formal Tie
Folk,Indie,World Music,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Dance,Other,Electronic,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Vocal,Indie,Country,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Soul/R&B,Ambient,Experimental,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Experimental,Country,Dance,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Instrumental,Pop,Hip Hop/Rap,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Metal,Pop,Easy Listening,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
World Music,Rock,Acoustic,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Electronic,Folk,Instrumental,Futuristic Hoodie,Glowing Sneakers,Electronic Band Hoodie,LED Pants,LED Necklace
Vocal,World Music,Classical,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Instrumental,Soul/R&B,Metal,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Vocal,Electronic,Classical,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Formal Tie
Blues,Country,World Music,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Soul/R&B,Classical,Acoustic,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Easy Listening,Indie,Other,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Ambient,Pop,Classical,Casual Tee,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Acoustic,Experimental,Folk,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Ambient,Classical,Blues,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Vocal,Other,Punk,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Jazz,Soul/R&B,Vocal,Vintage Shirt,Suede Shoes,Casual Blazer,Chinos,Pocket Square
Hip Hop/Rap,Jazz,Soul/R&B,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Metal,Reggae,Hip Hop/Rap,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Classical,Country,Blues,Blazer,Elegant Loafers,Vest,Formal Trousers,Cufflinks
World Music,Reggae,Blues,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
Jazz,Indie,Folk,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Slacks,Fedora Hat
Country,Blues,Classical,Denim Vest,Rustic Loafers,Knit Sweater,Bootcut Jeans,Cowboy Hat
Reggae,Instrumental,Dance,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Vocal,Blues,Rock,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Easy Listening,Vocal,Ambient,Casual Tee,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Latin,Hip Hop/Rap,Instrumental,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Country,Reggae,Rock,Denim Vest,Cowboy Boots,Knit Sweater,Bootcut Jeans,Cowboy Hat
World Music,Rock,Ambient,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Blues,Soul/R&B,Metal,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Classical,Jazz,Rock,Blazer,Classic Shoes,Formal Jacket,Tailored Pants,Cufflinks
Classical,Rock,Instrumental,Blazer,Elegant Loafers,Vest,Tailored Pants,Cufflinks
Ambient,Experimental,Indie,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Dance,Blues,Jazz,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Formal Tie
Rock,Punk,Dance,Band Tee,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Punk,Classical,Soul/R&B,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Formal Tie
Easy Listening,Rock,World Music,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Instrumental,Electronic,Hip Hop/Rap,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Other,World Music,Latin,Formal Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Rock,Folk,Dance,Leather Jacket,Leather Boots,Denim Jacket,Ripped Jeans,Leather Bracelet
Easy Listening,Pop,Rock,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Ambient,Electronic,Acoustic,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Casual Hat
Experimental,Acoustic,Instrumental,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Jazz,Reggae,Acoustic,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Chinos,Pocket Square
Rock,Hip Hop/Rap,Jazz,Band Tee,Leather Boots,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Ambient,Folk,Instrumental,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Classical,Ambient,Jazz,Blazer,Elegant Loafers,Vest,Formal Trousers,Silk Scarf
Reggae,Indie,Country,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
World Music,Hip Hop/Rap,Punk,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Casual Hat
Folk,Reggae,Pop,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Dance,Classical,Reggae,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Blues,Hip Hop/Rap,Acoustic,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Experimental,Ambient,Rock,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Dance,Country,Electronic,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Hip Hop/Rap,Latin,Easy Listening,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Blues,Classical,Vocal,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Jazz,Country,Blues,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Slacks,Pocket Square
Other,Instrumental,Pop,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Casual Hat
Vocal,Jazz,Acoustic,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Pop,Punk,Instrumental,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Classical,Easy Listening,Indie,Blazer,Elegant Loafers,Formal Jacket,Tailored Pants,Silk Scarf
Indie,Easy Listening,Rock,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Dance,Classical,Soul/R&B,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Metal,Soul/R&B,Blues,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Metal,Electronic,Easy Listening,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Easy Listening,Instrumental,Rock,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Dance,Ambient,Metal,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Rock,Acoustic,Vocal,Band Tee,Studded Sneakers,Denim Jacket,Ripped Jeans,Leather Bracelet
Soul/R&B,Punk,Jazz,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Punk,Electronic,Country,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Country,Punk,Jazz,Plaid Shirt,Cowboy Boots,Knit Sweater,Denim Overalls,Cowboy Hat
Hip Hop/Rap,Latin,Other,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Jazz,Soul/R&B,Country,Silk Shirt,Classic Loafers,Casual Blazer,Slacks,Fedora Hat
Acoustic,Classical,Indie,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Experimental,Pop,Vocal,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Latin,Metal,World Music,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Rock,Metal,Experimental,Leather Jacket,Leather Boots,Rock Band Hoodie,Ripped Jeans,Choker
Dance,Hip Hop/Rap,Experimental,Casual Tee,Generic Shoes,Formal Jacket,Generic Pants,Casual Hat
Jazz,Punk,Vocal,Vintage Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Pocket Square
Hip Hop/Rap,Soul/R&B,Vocal,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Other,Ambient,Acoustic,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Country,Acoustic,World Music,Plaid Shirt,Rustic Loafers,Country Cardigan,Bootcut Jeans,Bolo Tie
Folk,Instrumental,Electronic,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Metal,Indie,Experimental,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Easy Listening,Other,Classical,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Ambient,World Music,Experimental,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Punk,Country,Classical,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Indie,Acoustic,Metal,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Classical,Rock,Ambient,Formal Shirt,Elegant Loafers,Formal Jacket,Tailored Pants,Silk Scarf
Dance,Experimental,Folk,Formal Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Reggae,Country,Indie,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Generic Accessory
Rock,Instrumental,Electronic,Leather Jacket,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Choker
Classical,Blues,Country,Formal Shirt,Elegant Loafers,Formal Jacket,Tailored Pants,Cufflinks
Jazz,Dance,Reggae,Silk Shirt,Classic Loafers,Casual Blazer,Chinos,Pocket Square
Hip Hop/Rap,Dance,Blues,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Experimental,Rock,Ambient,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Pop,Instrumental,Easy Listening,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Hip Hop/Rap,Metal,Soul/R&B,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Instrumental,Easy Listening,Other,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Reggae,Experimental,Metal,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Ambient,Hip Hop/Rap,World Music,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Casual Hat
Acoustic,Hip Hop/Rap,Experimental,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Easy Listening,Experimental,Punk,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Country,Hip Hop/Rap,Easy Listening,Plaid Shirt,Cowboy Boots,Knit Sweater,Denim Overalls,Bolo Tie
Classical,Dance,Soul/R&B,Formal Shirt,Classic Shoes,Vest,Tailored Pants,Silk Scarf
Classical,Vocal,Instrumental,Formal Shirt,Elegant Loafers,Vest,Formal Trousers,Cufflinks
Soul/R&B,Other,Hip Hop/Rap,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Soul/R&B,Electronic,Hip Hop/Rap,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Folk,Hip Hop/Rap,Rock,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Hip Hop/Rap,Electronic,Soul/R&B,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Rock,Hip Hop/Rap,Reggae,Leather Jacket,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Leather Bracelet
Blues,Indie,Rock,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
World Music,Latin,Classical,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Jazz,Country,Rock,Vintage Shirt,Classic Loafers,Jazz Club Hoodie,Slacks,Fedora Hat
Electronic,Blues,Indie,Futuristic Hoodie,Light-up Shoes,Electronic Band Hoodie,LED Pants,LED Necklace
World Music,Ambient,Country,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Instrumental,Soul/R&B,Punk,Casual Tee,Formal Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Vocal,Metal,Experimental,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Other,Vocal,Country,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Classical,Dance,Rock,Formal Shirt,Elegant Loafers,Formal Jacket,Tailored Pants,Cufflinks
Electronic,Hip Hop/Rap,Soul/R&B,LED Jacket,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
